Applicant,FacilityType,Address,Status,FoodItems,Latitude,Longitude,Schedule
Two G's Catering,Truck,1150 25TH ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7531390379784,-122.390246816981,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
GOZA GOZA TACO,Truck,3065 25TH ST,APPROVED,Tacos: burritos: soda & juice,37.7509316476402,-122.411419966206,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0097&ExportPDF=1&Filename=14MFF-0097_schedule.pdf
May Sun Kitchen,Truck,1051 26TH ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7512694058781,-122.389894366944,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Sun Kitchen,Truck,1090 26TH ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7516084135789,-122.390309489501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Natan's Catering,Truck,Assessors Block 4281a/Lot012A,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7507607694601,-122.401540291357,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
May Catering,Truck,3150 26TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7495331145231,-122.413116536729,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,3251 26TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7487621514792,-122.414326828755,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,210 29TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7440390986017,-122.425094186331,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Quan Catering,Truck,201 ALABAMA ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.767797843619,-122.412096318861,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
May Catering,Truck,380 ALABAMA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7644523927651,-122.412671891645,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
M M Catering,Truck,400 ALABAMA ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.7638066535277,-122.412610953897,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0093&ExportPDF=1&Filename=14MFF-0093_schedule.pdf
May Catering,Truck,501 ALABAMA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.762476819591,-122.411819003679,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Mini Mobile Food Catering,Truck,Assessors Block 3905/Lot011,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7685570713121,-122.409610236298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
Munch A Bunch,Truck,1525 BRYANT ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.7677340926708,-122.410152601942,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0055&ExportPDF=1&Filename=14MFF-0055_schedule.pdf
Quan Catering,Truck,151 EXECUTIVE PARK BLVD,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Natan's Catering,Truck,400 ALEMANY BLVD,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7331423951426,-122.414568632419,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
San Pancho's Tacos,Truck,3119 ALEMANY BLVD,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,37.7101930199757,-122.455221906126,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0089&ExportPDF=1&Filename=14MFF-0089_schedule.pdf
Park's Catering,Truck,Assessors Block 4755/Lot049,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.7263829321822,-122.378434782668,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
May Sun Kitchen,Truck,1315 ARMSTRONG AVE,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.723078757516,-122.387525704017,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Bach Catering,Truck,1455 BANCROFT AVE,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,37.723728538541,-122.390326357762,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf
Paul's Catering,Truck,1440 BANCROFT AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7241728927613,-122.389735429011,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Paul's Catering,Truck,1460 BANCROFT AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7244132432963,-122.390157239611,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Singh Brothers Ice Cream,Truck,1562 BANCROFT AVE,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7254507021723,-122.391991641418,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf
Paul's Catering,Truck,1555 BANCROFT AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7243975297434,-122.391505116383,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Two G's Catering,Truck,175 BARNEVELD AVE,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7448024193644,-122.402540218927,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
San Francisco Soup Company,Truck,1105 BATTERY ST,APPROVED,Soup: salad: sandwiches: beverages: chips & cookies,37.8015331196045,-122.401856839299,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0031&ExportPDF=1&Filename=14MFF-0031_schedule.pdf
Smokin Warehouse Barbecue,Truck,1155 BATTERY ST,APPROVED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,37.8017914435056,-122.402308963297,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0061&ExportPDF=1&Filename=14MFF-0061_schedule.pdf
Giant Burrito,Truck,353 BAY SHORE BLVD,APPROVED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,37.7417178307439,-122.405417977448,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0095&ExportPDF=1&Filename=14MFF-0095_schedule.pdf
San Pancho's Tacos,Truck,491 BAY SHORE BLVD,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0089&ExportPDF=1&Filename=14MFF-0089_schedule.pdf
La Jefa,Truck,531 BAY SHORE BLVD,APPROVED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,37.7387268039871,-122.406736029905,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0066&ExportPDF=1&Filename=14MFF-0066_schedule.pdf
Golden Catering,Truck,2401 BAY SHORE BLVD,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,37.710933792981,-122.40278453801,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0072&ExportPDF=1&Filename=14MFF-0072_schedule.pdf
Quan Catering,Truck,2555 BAY SHORE BLVD,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7093754640014,-122.404154378509,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Two G's Catering,Truck,30 BEALE ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7917770783642,-122.397132524462,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
Paul's Catering,Truck,300 BEALE ST,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7881394788716,-122.392579515374,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Quan Catering,Truck,400 BEALE ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.786904919457,-122.390920262962,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Linda's Catering,Truck,501 BEALE ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.7862367744654,-122.389066205605,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0013&ExportPDF=1&Filename=14MFF-0013_schedule.pdf
May Catering,Truck,185 BERRY ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7763271477899,-122.391796821077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
San Francisco Soup Company,Truck,185 BERRY ST,APPROVED,Soup: salad: sandwiches: beverages: chips & cookies,37.7763271477899,-122.391796821077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0031&ExportPDF=1&Filename=14MFF-0031_schedule.pdf
"Off the Grid Services, LLC",Truck,185 BERRY ST,APPROVED,everything except for hot dogs,37.7763271477899,-122.391796821077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0037&ExportPDF=1&Filename=14MFF-0037_schedule.pdf
"Off the Grid Services, LLC",Truck,185 BERRY ST,APPROVED,everything except for hot dogs,37.7763271477899,-122.391796821077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0038&ExportPDF=1&Filename=14MFF-0038_schedule.pdf
Two G's Catering,Truck,201 BERRY ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7755661544145,-122.393279842341,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
Two G's Catering,Truck,235 BERRY ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7747030474687,-122.39408939657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
May Catering,Truck,301 BERRY ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7743376663696,-122.394053286313,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Mini Mobile Food Catering,Truck,355 BERRY ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7723639147673,-122.397040970363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
Mini Mobile Food Catering,Truck,420 BERRY ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7720086564688,-122.399083845473,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
"Off the Grid Services, LLC",Truck,340 BRANNAN ST,APPROVED,Everything,37.7812646860228,-122.393229041538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0122&ExportPDF=1&Filename=13MFF-0122_schedule.pdf
Fins on the Hoof / Saveurs,Truck,340 BRANNAN ST,APPROVED,Seafood: meats and desserts,37.7812646860228,-122.393229041538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0064&ExportPDF=1&Filename=14MFF-0064_schedule.pdf
F & C Catering,Truck,355 BRANNAN ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.780561002676,-122.392849413024,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf
John's Catering #5,Truck,610 BRANNAN ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7766269199223,-122.399555503787,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
Eva's Catering,Truck,630 BRANNAN ST,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7760987531573,-122.400287239868,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0067&ExportPDF=1&Filename=14MFF-0067_schedule.pdf
Quan Catering,Truck,722 BRANNAN ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7744491107754,-122.402087236063,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Two G's Catering,Truck,840 BRANNAN ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.772561689774,-122.404474024011,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
Subs on Hubs,Truck,934 BRANNAN ST,APPROVED,Italian subs: Cuban sandwich: Gyro,37.7711790005481,-122.406573673429,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0070&ExportPDF=1&Filename=14MFF-0070_schedule.pdf
"Off the Grid Services, LLC",Truck,90 BROADWAY,APPROVED,everything except for hot dogs,37.7992601135023,-122.399617948655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0037&ExportPDF=1&Filename=14MFF-0037_schedule.pdf
"Off the Grid Services, LLC",Truck,90 BROADWAY,APPROVED,everything except for hot dogs,37.7992601135023,-122.399617948655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0039&ExportPDF=1&Filename=14MFF-0039_schedule.pdf
M M Catering,Truck,100 BROADWAY,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.7988640669494,-122.400263583781,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0093&ExportPDF=1&Filename=14MFF-0093_schedule.pdf
Mike's Catering,Truck,250 BROADWAY,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7987549364009,-122.401798793854,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
Mike's Catering,Truck,860 BROADWAY,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7975789880604,-122.411439886089,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
D & T Catering,Truck,2710 BROADWAY,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.7936813457741,-122.442002100568,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
D & T Catering,Truck,2840 BROADWAY,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.7934414335598,-122.443891213784,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
D & T Catering,Truck,2970 BROADWAY,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.7931766386244,-122.446061864659,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
D & T Catering,Truck,2960 BROADWAY,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.793186123336,-122.445889418675,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
May Catering,Truck,1300 BRYANT ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7690871267671,-122.411527667132,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Linda's Catering,Truck,617 BRYANT ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.7790511115731,-122.398303881334,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0013&ExportPDF=1&Filename=14MFF-0013_schedule.pdf
Quan Catering,Truck,645 BRYANT ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7782665766946,-122.398835922445,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Two G's Catering,Truck,945 BRYANT ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7730940844723,-122.405145856485,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
Two G's Catering,Truck,950 BRYANT ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.773610979516,-122.405958407112,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
Munch A Bunch,Truck,1525 BRYANT ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.7677340926708,-122.410152601942,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0055&ExportPDF=1&Filename=14MFF-0055_schedule.pdf
John's Catering #5,Truck,2157 BRYANT ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7597962717227,-122.409573421624,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
