Applicant,FacilityType,Address,Status,FoodItems,Latitude,Longitude,Schedule
D & T Catering,Truck,2750 SCOTT ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.7953158932065,-122.4399079176,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
Quan Catering,Truck,500 SELBY ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7444982132112,-122.396955405842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Paul's Catering,Truck,1127 SHAFTER AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7259455580465,-122.382281153253,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Singh Brothers Ice Cream,Truck,1207 SHAFTER AVE,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7267082729622,-122.3836249172,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf
May Sun Kitchen,Truck,133 SHIPLEY ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7807240977697,-122.401235392658,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Sun Kitchen,Truck,131 SHOTWELL ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7479309361129,-122.415193153909,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Smokin Warehouse Barbecue,Truck,1655 MISSION ST,APPROVED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,37.7715637663341,-122.418801505439,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0061&ExportPDF=1&Filename=14MFF-0061_schedule.pdf
M M Catering,Truck,45 SPEAR ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.7938715071506,-122.394865238621,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0093&ExportPDF=1&Filename=14MFF-0093_schedule.pdf
"Casey's Pizza, LLC",Truck,100 SPEAR ST,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.7921505484817,-122.393999974059,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0071&ExportPDF=1&Filename=14MFF-0071_schedule.pdf
Sanguchon,Truck,100 SPEAR ST,APPROVED,Peruvian Food,37.7921505484817,-122.393999974059,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0087&ExportPDF=1&Filename=14MFF-0087_schedule.pdf
Mike's Catering,Truck,Assessors Block 3788/Lot002,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7810746780754,-122.391705661167,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,75 HOWARD ST,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,37.7915578641549,-122.391671499786,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0057&ExportPDF=1&Filename=14MFF-0057_schedule.pdf
May Sun Kitchen,Truck,640 TENNESSEE ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7635404839296,-122.390096643663,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Sun Kitchen,Truck,790 TENNESSEE ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7618523975041,-122.38993209325,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Sun Kitchen,Truck,815 TENNESSEE ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7615022039664,-122.389276996081,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
F & C Catering,Truck,1500 TENNESSEE ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.7522416684803,-122.389188542589,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf
Mike's Catering,Truck,Assessors Block 8722/Lot005,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7696400322177,-122.386236654199,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
Two G's Catering,Truck,Assessors Block 8720/Lot008,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7711580369615,-122.386931257562,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
May Sun Kitchen,Truck,640 TEXAS ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7579170566901,-122.39547585249,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Paul's Catering,Truck,1180 THOMAS AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.726125239645,-122.383199327239,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Paul's Catering,Truck,1212 THOMAS AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7266647697066,-122.384144224606,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Paul's Catering,Truck,1265 THOMAS AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7267096753687,-122.385294691187,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
May Catering,Truck,600 TOLAND ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7434400420051,-122.399932569577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Linda's Catering,Truck,290 TOWNSEND ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.7777552165686,-122.394807823179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0013&ExportPDF=1&Filename=14MFF-0013_schedule.pdf
Linda's Catering,Truck,260 TOWNSEND ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.7781481274607,-122.394440688559,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0013&ExportPDF=1&Filename=14MFF-0013_schedule.pdf
F & C Catering,Truck,444 TOWNSEND ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.7748713162388,-122.398531708276,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf
Two G's Catering,Truck,516 TOWNSEND ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7734452149215,-122.400482576546,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
May Catering,Truck,630 TREAT AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7599514294279,-122.414049680224,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
John's Catering #5,Truck,1003 TURK ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.7808684365681,-122.425467726618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf
Munch A Bunch,Truck,1345 TURK ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0055&ExportPDF=1&Filename=14MFF-0055_schedule.pdf
May Catering,Truck,2 ULLOA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7456366838808,-122.454233188657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Paul's Catering,Truck,1389 UNDERWOOD AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7271104333828,-122.388261288144,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Paul's Catering,Truck,1351 UNDERWOOD AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7270146636245,-122.387497359022,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
D & T Catering,Truck,2616 UNION ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.7964799968164,-122.442530024725,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
La Falafel,Truck,337 VALENCIA ST,APPROVED,Falafel Sandwiches: Fries: Soda: Iced Tea & Various Drinks.,37.7674566391069,-122.421788343116,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0088&ExportPDF=1&Filename=14MFF-0088_schedule.pdf
La Falafel,Truck,363 VALENCIA ST,APPROVED,Falafel Sandwiches: Fries: Soda: Iced Tea & Various Drinks.,37.767126464778,-122.421782736139,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0088&ExportPDF=1&Filename=14MFF-0088_schedule.pdf
D & T Catering,Truck,2201 VALLEJO ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
Paul's Catering,Truck,1370 VAN DYKE AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7269507643782,-122.387979956262,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Paul's Catering,Truck,1337 VAN DYKE AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7262494817986,-122.387815368014,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Cheese Gone Wild,Truck,1801 VAN NESS AVE,APPROVED,Grilled Cheese Sandwiches,37.7923033830753,-122.423131922094,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0035&ExportPDF=1&Filename=14MFF-0035_schedule.pdf
Paul's Catering,Truck,1450 WALLACE AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7261456924729,-122.388227740903,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Singh Brothers Ice Cream,Truck,1550 WALLACE AVE,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.727168068782,-122.390029148701,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf
Paul's Catering,Truck,1500 WALLACE AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7267257938118,-122.389249858027,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,370 DRUMM ST,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,37.7969137124835,-122.396650675264,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0057&ExportPDF=1&Filename=14MFF-0057_schedule.pdf
Curry Up Now,Truck,370 DRUMM ST,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,37.7969137124835,-122.396650675264,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0021&ExportPDF=1&Filename=14MFF-0021_schedule.pdf
D & T Catering,Truck,3550 WASHINGTON ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.7896668269621,-122.451627836117,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
D & T Catering,Truck,3839 WASHINGTON ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,37.788583655156,-122.456059894366,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf
Munch A Bunch,Truck,2200 WEBSTER ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0055&ExportPDF=1&Filename=14MFF-0055_schedule.pdf
Two G's Catering,Truck,71 WILLIAMS AVE,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.7292233375937,-122.394613062664,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
Tacos El Primo,Truck,345 WILLIAMS AVE,APPROVED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.7298054805741,-122.399247104724,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0094&ExportPDF=1&Filename=14MFF-0094_schedule.pdf
May Catering,Truck,166 WISCONSIN ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7654338684827,-122.400198205294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,501 YORK ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7629143116115,-122.408951161538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,620 YORK ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7615718487197,-122.409444718958,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,720 YORK ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7598258374358,-122.409202915083,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Paul's Catering,Truck,1335 YOSEMITE AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7238788408325,-122.387010878785,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Singh Brothers Ice Cream,Truck,1420 YOSEMITE AVE,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7251817007288,-122.388192688444,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf
Bach Catering,Truck,1485 YOSEMITE AVE,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,37.7252957217827,-122.389765731256,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf
Paul's Catering,Truck,1420 YOSEMITE AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7251817007288,-122.388192688444,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Paul's Catering,Truck,1430 YOSEMITE AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7254980479505,-122.388369150442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Bach Catering,Truck,1760 YOSEMITE AVE,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,37.7287554795043,-122.394408901501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf
